factor,freq,category,description
fund_valuation_ratio_fd_valuation_raw_03__fd_valuation_raw_04,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_03/fd_valuation_raw_04
fund_valuation_ratio_fd_valuation_raw_03__fd_valuation_raw_05,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_03/fd_valuation_raw_05
fund_valuation_ratio_fd_valuation_raw_03__fd_valuation_raw_06,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_03/fd_valuation_raw_06
fund_valuation_ratio_fd_valuation_raw_03__fd_valuation_raw_07,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_03/fd_valuation_raw_07
fund_valuation_ratio_fd_valuation_raw_03__fd_valuation_raw_08,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_03/fd_valuation_raw_08
fund_valuation_ratio_fd_valuation_raw_03__fd_valuation_raw_09,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_03/fd_valuation_raw_09
fund_valuation_ratio_fd_valuation_raw_04__fd_valuation_raw_05,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_04/fd_valuation_raw_05
fund_valuation_ratio_fd_valuation_raw_04__fd_valuation_raw_06,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_04/fd_valuation_raw_06
fund_valuation_ratio_fd_valuation_raw_04__fd_valuation_raw_07,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_04/fd_valuation_raw_07
fund_valuation_ratio_fd_valuation_raw_04__fd_valuation_raw_08,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_04/fd_valuation_raw_08
fund_valuation_ratio_fd_valuation_raw_04__fd_valuation_raw_09,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_04/fd_valuation_raw_09
fund_valuation_ratio_fd_valuation_raw_05__fd_valuation_raw_06,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_05/fd_valuation_raw_06
fund_valuation_ratio_fd_valuation_raw_05__fd_valuation_raw_07,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_05/fd_valuation_raw_07
fund_valuation_ratio_fd_valuation_raw_05__fd_valuation_raw_08,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_05/fd_valuation_raw_08
fund_valuation_ratio_fd_valuation_raw_05__fd_valuation_raw_09,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_05/fd_valuation_raw_09
fund_valuation_ratio_fd_valuation_raw_06__fd_valuation_raw_07,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_06/fd_valuation_raw_07
fund_valuation_ratio_fd_valuation_raw_06__fd_valuation_raw_08,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_06/fd_valuation_raw_08
fund_valuation_ratio_fd_valuation_raw_06__fd_valuation_raw_09,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_06/fd_valuation_raw_09
fund_valuation_ratio_fd_valuation_raw_07__fd_valuation_raw_08,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_07/fd_valuation_raw_08
fund_valuation_ratio_fd_valuation_raw_07__fd_valuation_raw_09,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_07/fd_valuation_raw_09
fund_valuation_ratio_fd_valuation_raw_08__fd_valuation_raw_09,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_08/fd_valuation_raw_09
fund_valuation_rel_fd_valuation_disp_to_fd_valuation_raw_01,M,fundamental_valuation,fund_valuation rel fd_valuation_disp to fd_valuation_raw_01
fund_valuation_rel_fd_valuation_disp_to_fd_valuation_raw_02,M,fundamental_valuation,fund_valuation rel fd_valuation_disp to fd_valuation_raw_02
fund_valuation_rel_fd_valuation_disp_to_fd_valuation_raw_03,M,fundamental_valuation,fund_valuation rel fd_valuation_disp to fd_valuation_raw_03
fund_valuation_rel_fd_valuation_raw_01_to_fd_valuation_raw_02,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_01 to fd_valuation_raw_02
fund_valuation_rel_fd_valuation_raw_01_to_fd_valuation_raw_03,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_01 to fd_valuation_raw_03
fund_valuation_rel_fd_valuation_raw_02_to_fd_valuation_raw_01,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_02 to fd_valuation_raw_01
fund_valuation_rel_fd_valuation_raw_02_to_fd_valuation_raw_03,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_02 to fd_valuation_raw_03
fund_valuation_rel_fd_valuation_raw_03_to_fd_valuation_raw_01,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_03 to fd_valuation_raw_01
fund_valuation_rel_fd_valuation_raw_03_to_fd_valuation_raw_02,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_03 to fd_valuation_raw_02
fund_valuation_rel_fd_valuation_raw_04_to_fd_valuation_raw_01,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_04 to fd_valuation_raw_01
fund_valuation_rel_fd_valuation_raw_04_to_fd_valuation_raw_02,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_04 to fd_valuation_raw_02
fund_valuation_rel_fd_valuation_raw_04_to_fd_valuation_raw_03,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_04 to fd_valuation_raw_03
fund_valuation_rel_fd_valuation_raw_05_to_fd_valuation_raw_01,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_05 to fd_valuation_raw_01
fund_valuation_rel_fd_valuation_raw_05_to_fd_valuation_raw_02,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_05 to fd_valuation_raw_02
fund_valuation_rel_fd_valuation_raw_05_to_fd_valuation_raw_03,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_05 to fd_valuation_raw_03
fund_valuation_rel_fd_valuation_raw_06_to_fd_valuation_raw_01,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_06 to fd_valuation_raw_01
fund_valuation_rel_fd_valuation_raw_06_to_fd_valuation_raw_02,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_06 to fd_valuation_raw_02
fund_valuation_rel_fd_valuation_raw_06_to_fd_valuation_raw_03,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_06 to fd_valuation_raw_03
fund_valuation_rel_fd_valuation_raw_07_to_fd_valuation_raw_01,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_07 to fd_valuation_raw_01
fund_valuation_rel_fd_valuation_raw_07_to_fd_valuation_raw_02,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_07 to fd_valuation_raw_02
fund_valuation_rel_fd_valuation_raw_07_to_fd_valuation_raw_03,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_07 to fd_valuation_raw_03
fund_valuation_rel_fd_valuation_raw_08_to_fd_valuation_raw_01,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_08 to fd_valuation_raw_01
fund_valuation_rel_fd_valuation_raw_08_to_fd_valuation_raw_02,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_08 to fd_valuation_raw_02
fund_valuation_rel_fd_valuation_raw_08_to_fd_valuation_raw_03,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_08 to fd_valuation_raw_03
fund_valuation_rel_fd_valuation_raw_09_to_fd_valuation_raw_01,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_09 to fd_valuation_raw_01
fund_valuation_rel_fd_valuation_raw_09_to_fd_valuation_raw_02,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_09 to fd_valuation_raw_02
fund_valuation_rel_fd_valuation_raw_09_to_fd_valuation_raw_03,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_09 to fd_valuation_raw_03
fund_valuation_rel_fd_valuation_raw_10_to_fd_valuation_raw_01,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_10 to fd_valuation_raw_01
fund_valuation_rel_fd_valuation_raw_10_to_fd_valuation_raw_02,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_10 to fd_valuation_raw_02
fund_valuation_rel_fd_valuation_raw_10_to_fd_valuation_raw_03,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_10 to fd_valuation_raw_03
fund_valuation_rel_fd_valuation_raw_11_to_fd_valuation_raw_01,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_11 to fd_valuation_raw_01
fund_valuation_rel_fd_valuation_raw_11_to_fd_valuation_raw_02,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_11 to fd_valuation_raw_02
fund_valuation_rel_fd_valuation_raw_11_to_fd_valuation_raw_03,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_11 to fd_valuation_raw_03
fund_valuation_rel_fd_valuation_raw_12_to_fd_valuation_raw_01,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_12 to fd_valuation_raw_01
fund_valuation_rel_fd_valuation_raw_12_to_fd_valuation_raw_02,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_12 to fd_valuation_raw_02
fund_valuation_rel_fd_valuation_raw_12_to_fd_valuation_raw_03,M,fundamental_valuation,fund_valuation rel fd_valuation_raw_12 to fd_valuation_raw_03
fund_valuation_rel_fd_valuation_score_to_fd_valuation_raw_01,M,fundamental_valuation,fund_valuation rel fd_valuation_score to fd_valuation_raw_01
fund_valuation_rel_fd_valuation_score_to_fd_valuation_raw_02,M,fundamental_valuation,fund_valuation rel fd_valuation_score to fd_valuation_raw_02
fund_valuation_rel_fd_valuation_score_to_fd_valuation_raw_03,M,fundamental_valuation,fund_valuation rel fd_valuation_score to fd_valuation_raw_03
fund_valuation_rel_fd_valuation_trend_to_fd_valuation_raw_01,M,fundamental_valuation,fund_valuation rel fd_valuation_trend to fd_valuation_raw_01
fund_valuation_rel_fd_valuation_trend_to_fd_valuation_raw_02,M,fundamental_valuation,fund_valuation rel fd_valuation_trend to fd_valuation_raw_02
fund_valuation_rel_fd_valuation_trend_to_fd_valuation_raw_03,M,fundamental_valuation,fund_valuation rel fd_valuation_trend to fd_valuation_raw_03
fund_valuation_sym_fd_valuation_raw_01__fd_valuation_raw_02,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_01,fd_valuation_raw_02"
fund_valuation_sym_fd_valuation_raw_01__fd_valuation_raw_03,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_01,fd_valuation_raw_03"
fund_valuation_sym_fd_valuation_raw_01__fd_valuation_raw_04,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_01,fd_valuation_raw_04"
fund_valuation_sym_fd_valuation_raw_01__fd_valuation_raw_05,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_01,fd_valuation_raw_05"
fund_valuation_sym_fd_valuation_raw_01__fd_valuation_raw_06,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_01,fd_valuation_raw_06"
fund_valuation_sym_fd_valuation_raw_01__fd_valuation_raw_07,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_01,fd_valuation_raw_07"
fund_valuation_sym_fd_valuation_raw_01__fd_valuation_raw_08,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_01,fd_valuation_raw_08"
fund_valuation_sym_fd_valuation_raw_01__fd_valuation_raw_09,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_01,fd_valuation_raw_09"
fund_valuation_sym_fd_valuation_raw_02__fd_valuation_raw_03,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_02,fd_valuation_raw_03"
fund_valuation_sym_fd_valuation_raw_02__fd_valuation_raw_04,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_02,fd_valuation_raw_04"
fund_valuation_sym_fd_valuation_raw_02__fd_valuation_raw_05,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_02,fd_valuation_raw_05"
fund_valuation_sym_fd_valuation_raw_02__fd_valuation_raw_06,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_02,fd_valuation_raw_06"
fund_valuation_sym_fd_valuation_raw_02__fd_valuation_raw_07,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_02,fd_valuation_raw_07"
fund_valuation_sym_fd_valuation_raw_02__fd_valuation_raw_08,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_02,fd_valuation_raw_08"
fund_valuation_sym_fd_valuation_raw_02__fd_valuation_raw_09,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_02,fd_valuation_raw_09"
fund_valuation_sym_fd_valuation_raw_03__fd_valuation_raw_04,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_03,fd_valuation_raw_04"
fund_valuation_sym_fd_valuation_raw_03__fd_valuation_raw_05,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_03,fd_valuation_raw_05"
fund_valuation_sym_fd_valuation_raw_03__fd_valuation_raw_06,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_03,fd_valuation_raw_06"
fund_valuation_sym_fd_valuation_raw_03__fd_valuation_raw_07,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_03,fd_valuation_raw_07"
fund_valuation_sym_fd_valuation_raw_03__fd_valuation_raw_08,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_03,fd_valuation_raw_08"
fund_valuation_sym_fd_valuation_raw_03__fd_valuation_raw_09,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_03,fd_valuation_raw_09"
fund_valuation_sym_fd_valuation_raw_04__fd_valuation_raw_05,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_04,fd_valuation_raw_05"
fund_valuation_sym_fd_valuation_raw_04__fd_valuation_raw_06,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_04,fd_valuation_raw_06"
fund_valuation_sym_fd_valuation_raw_04__fd_valuation_raw_07,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_04,fd_valuation_raw_07"
fund_valuation_sym_fd_valuation_raw_04__fd_valuation_raw_08,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_04,fd_valuation_raw_08"
fund_valuation_sym_fd_valuation_raw_04__fd_valuation_raw_09,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_04,fd_valuation_raw_09"
fund_valuation_sym_fd_valuation_raw_05__fd_valuation_raw_06,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_05,fd_valuation_raw_06"
fund_valuation_sym_fd_valuation_raw_05__fd_valuation_raw_07,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_05,fd_valuation_raw_07"
fund_valuation_sym_fd_valuation_raw_05__fd_valuation_raw_08,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_05,fd_valuation_raw_08"
fund_valuation_sym_fd_valuation_raw_05__fd_valuation_raw_09,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_05,fd_valuation_raw_09"
fund_valuation_sym_fd_valuation_raw_06__fd_valuation_raw_07,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_06,fd_valuation_raw_07"
fund_valuation_sym_fd_valuation_raw_06__fd_valuation_raw_08,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_06,fd_valuation_raw_08"
fund_valuation_sym_fd_valuation_raw_06__fd_valuation_raw_09,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_06,fd_valuation_raw_09"
fund_valuation_sym_fd_valuation_raw_07__fd_valuation_raw_08,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_07,fd_valuation_raw_08"
fund_valuation_sym_fd_valuation_raw_07__fd_valuation_raw_09,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_07,fd_valuation_raw_09"
fund_valuation_sym_fd_valuation_raw_08__fd_valuation_raw_09,M,fundamental_valuation,"fund_valuation symmetric spread fd_valuation_raw_08,fd_valuation_raw_09"
fund_valuation_tanh_fd_valuation_disp,M,fundamental_valuation,fund_valuation tanh fd_valuation_disp
fund_valuation_tanh_fd_valuation_raw_01,M,fundamental_valuation,fund_valuation tanh fd_valuation_raw_01
fund_valuation_tanh_fd_valuation_raw_02,M,fundamental_valuation,fund_valuation tanh fd_valuation_raw_02
fund_valuation_tanh_fd_valuation_raw_03,M,fundamental_valuation,fund_valuation tanh fd_valuation_raw_03
fund_valuation_tanh_fd_valuation_raw_04,M,fundamental_valuation,fund_valuation tanh fd_valuation_raw_04
fund_valuation_tanh_fd_valuation_raw_05,M,fundamental_valuation,fund_valuation tanh fd_valuation_raw_05
fund_valuation_tanh_fd_valuation_raw_06,M,fundamental_valuation,fund_valuation tanh fd_valuation_raw_06
fund_valuation_tanh_fd_valuation_raw_07,M,fundamental_valuation,fund_valuation tanh fd_valuation_raw_07
fund_valuation_tanh_fd_valuation_raw_08,M,fundamental_valuation,fund_valuation tanh fd_valuation_raw_08
fund_valuation_tanh_fd_valuation_raw_09,M,fundamental_valuation,fund_valuation tanh fd_valuation_raw_09
fund_valuation_tanh_fd_valuation_raw_10,M,fundamental_valuation,fund_valuation tanh fd_valuation_raw_10
fund_valuation_tanh_fd_valuation_raw_11,M,fundamental_valuation,fund_valuation tanh fd_valuation_raw_11
fund_valuation_tanh_fd_valuation_raw_12,M,fundamental_valuation,fund_valuation tanh fd_valuation_raw_12
fund_valuation_tanh_fd_valuation_score,M,fundamental_valuation,fund_valuation tanh fd_valuation_score
fund_valuation_tanh_fd_valuation_trend,M,fundamental_valuation,fund_valuation tanh fd_valuation_trend
g_context_diff_context_intraday_mood__ret_12,M,context,g_context diff context_intraday_mood-ret_12
g_context_diff_context_intraday_mood__rv_12,M,context,g_context diff context_intraday_mood-rv_12
g_context_diff_context_liquidity_20d__context_intraday_mood,M,context,g_context diff context_liquidity_20d-context_intraday_mood
g_context_diff_context_liquidity_20d__ret_12,M,context,g_context diff context_liquidity_20d-ret_12
g_context_diff_context_liquidity_20d__rv_12,M,context,g_context diff context_liquidity_20d-rv_12
g_context_diff_context_quality_20d__context_intraday_mood,M,context,g_context diff context_quality_20d-context_intraday_mood
g_context_diff_context_quality_20d__context_liquidity_20d,M,context,g_context diff context_quality_20d-context_liquidity_20d
g_context_diff_context_quality_20d__ret_12,M,context,g_context diff context_quality_20d-ret_12
g_context_diff_context_quality_20d__rv_12,M,context,g_context diff context_quality_20d-rv_12
g_context_diff_context_trend_20d__context_intraday_mood,M,context,g_context diff context_trend_20d-context_intraday_mood
g_context_diff_context_trend_20d__context_liquidity_20d,M,context,g_context diff context_trend_20d-context_liquidity_20d
g_context_diff_context_trend_20d__context_quality_20d,M,context,g_context diff context_trend_20d-context_quality_20d
g_context_diff_context_trend_20d__ret_12,M,context,g_context diff context_trend_20d-ret_12
g_context_diff_context_trend_20d__rv_12,M,context,g_context diff context_trend_20d-rv_12
g_context_diff_ret_12__rv_12,M,context,g_context diff ret_12-rv_12
g_context_lvl_amount_ratio_12,M,context,g_context level amount_ratio_12
g_context_lvl_context_intraday_mood,M,context,g_context level context_intraday_mood
g_context_lvl_context_liquidity_20d,M,context,g_context level context_liquidity_20d
g_context_lvl_context_quality_20d,M,context,g_context level context_quality_20d
g_context_lvl_context_trend_20d,M,context,g_context level context_trend_20d
g_context_lvl_ret_12,M,context,g_context level ret_12
g_context_lvl_rv_12,M,context,g_context level rv_12
g_context_neg_amount_ratio_12,M,context,g_context negative amount_ratio_12
